,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
11,,,,,,,,,,[85.       11.416565  9.47371 ],[98.       11.485753 10.917701],[110.         12.7955265  10.971012 ],[103.        13.084221  10.06191 ],[107.        12.016254  11.472291],[110.        12.720366  11.113356],[141.        13.562022  13.235598],[129.         14.4238205  11.483696 ],[125.        14.740384  10.947254],,,,,,,,,,,,,,,,,,,,,,,,,,,,,[127.        13.256941  12.208719],,,,,,,,,,,,,,,,,,,[85.       12.255433  8.80733 ],[87.       12.859041  8.672827],[128.        13.551845  12.039601],[120.        12.779568  12.016165],[185.        16.06848   14.746526],[108.        12.855094  10.804678],[108.         13.803766   10.0014715],[97.       12.366863 10.07369 ],[91.       10.929164 10.684204],,,,,,[105.        12.54027   10.658715],[100.         11.764353   10.8176155],,[105.        12.005461  11.111452],[102.        11.937138  10.903121],[100.        12.116822  10.64174 ],[106.        12.022542  11.330356],[107.        12.817655  10.720477],[103.        12.161096  10.82473 ],[107.         12.8792095  10.557605 ],[110.        12.701611  11.048294],[143.        18.558212   9.960166],[117.        13.893969  11.154534]
12,,,,,,,,,,,,[176.        18.834776  11.979955],,[201.        19.746897  13.00161 ],[186.        17.817839  13.291311],[165.        18.645958  11.294335],[155.        16.870865  11.762482],[142.        16.451641  11.134215],[159.        17.872904  11.370451],[154.        17.137617  11.514385],[175.        18.290113  12.230003],[169.        17.715986  12.184525],[163.        16.625319  12.672572],[142.        15.784269  11.684483],[159.        16.81488   12.187498],[175.        18.899715  11.789153],[147.        15.382456  12.178687],[182.        16.966034  13.684936],[147.        16.708027  11.445645],[154.        15.582444  12.665183],[153.         15.455992   12.6553335],[133.        14.699295  11.673898],[165.        15.358205  13.726969],,[136.        15.348103  11.398329],[138.        14.930865  11.94346 ],[136.        15.049814  11.612753],[166.        16.849213  12.70289 ],,,[174.         15.8925705  14.005552 ],[170.        15.928293  13.641791],[142.        15.23123   12.037077],[155.        16.276564  12.258861],[155.        15.101091  13.073998],[170.        16.602522  13.129653],[153.        15.377034  12.905827],[165.        15.029483  13.982688],[164.        14.980372  13.966054],[160.        14.667482  13.90827 ],[153.        15.737853  12.613253],[154.        16.052502  12.296875],[149.         14.730766   12.9647255],[154.        15.120243  13.029396],[146.        15.61247   11.966493],[140.        13.803641  12.909192],[150.        14.709347  13.022698],[144.        13.819704  13.311396],[142.        14.891313  12.185665],[138.        14.515299  12.210902],[146.        14.867783  12.505967],[149.        15.546541  12.217896],[126.        13.280253  12.071957],[142.        14.661868  12.374683],[148.         14.7507925  12.828587 ],[146.        15.044687  12.35489 ],[153.        14.582361  13.410482],[137.        13.281762  13.149765],[133.         13.3610735  12.676072 ],,[148.        14.611926  12.934459],[146.        14.385872  12.93242 ],[151.        14.293729  13.480932],[150.        14.426421  13.251965],[152.        14.340518  13.502328],[153.        15.695338  12.436419],[165.        15.70298   13.406622],[168.        15.693792  13.639063],[165.        14.954965  14.057177],[168.        15.402315  13.889505],[160.        14.879074  13.704448],[164.        15.750043  13.27707 ],[162.        15.297359  13.511643],[170.        15.508902  13.957402],[160.        15.091585  13.489383],[157.        14.629053  13.688512],[154.        15.085309  13.024116],[161.        15.711283  13.055484],[167.        15.711769  13.517773],[167.        15.307578  13.913966],[171.        15.480265  14.05845 ],[167.        16.324915  13.084134]
13,,,,,,,,,,,,,[41.         7.761981   6.7098675],,,,,,[90.       12.062646  9.737581],[104.        11.849657  11.306049],[98.       11.685952 10.715897],[108.        11.931786  11.580344],[115.        13.373951  11.110793],[110.        12.727727  11.201962],[90.       12.49212   9.432608],[184.        20.821674  11.501044],[182.        20.8221    11.563026],[145.        15.363586  12.103367],,[88.       11.803489  9.63529 ],[103.        13.147949  10.07835 ],[113.        14.759595   9.7827  ],[121.        14.344707  10.779142],,,,,,,,,,,,,,,,,,[178.        19.890892  11.691698],[114.        12.473453  11.718744],[123.        13.342277  11.795622],[121.        13.433108  11.476095],[99.       12.36502  10.287177],[131.        17.019753  10.474247],,[74.      11.54993  8.261  ],,,,,[151.        17.049816  12.334639],[135.        14.631107  11.998269],[146.        19.744095  10.38338 ],[121.        13.627327  11.394999],[116.        13.043971  11.307185],[102.         12.784579   10.2123995],[113.        12.251683  11.77819 ],[133.        14.552783  11.683199],[104.        12.382129  10.766046],[137.        16.844513  10.708606],,[149.        18.481405  10.963704],[84.       10.841655  9.88783 ],[133.        14.889225  11.43304 ],,,[138.        16.05608   10.974193],,,,[101.        12.180394  10.560822],[105.       12.00649  11.12757],[107.        12.818111  10.624733],[84.        11.089218   9.8017645],[94.       12.179576  9.946812],,,,,[159.        16.00572   12.754114]
14,,,,,,,,,,,,,[35.         7.075877   6.2415757],[29.         6.2789545  5.8188415],[39.         7.3510633  6.687148 ],[68.       10.186071  8.494758],[112.        12.685141  11.234477],,,,[107.        12.119646  11.294176],[103.         12.3688965  10.604455 ],[118.        13.817246  11.01372 ],[98.       12.131887 10.433629],[93.       11.667899 10.300145],,,,[184.       18.81745  12.78394],[96.       12.037514 10.20881 ],[95.       11.655847 10.448994],[98.       11.809345 10.592663],[115.        13.078596  11.293306],,,,,,,,,,,,,[108.        12.446033  11.050277],[124.        13.219232  11.945335],[121.        12.7577    12.142694],[172.        20.70945   11.075272],[181.        21.044546  11.733911],[82.       11.252044  9.275323],[75.       10.44033   9.200505],[69.       10.404573  8.432607],[70.       10.081316  8.889143],[64.        9.934649  8.205491],[91.      12.6631   9.23775],[123.        16.012028  10.360057],[99.       13.329158  9.504676],[106.         13.097387   10.3561325],[105.         13.2054615  10.199169 ],[79.       10.724988  9.382938],[89.       11.384176  9.925582],[82.       11.301699  9.259964],[88.       11.558701  9.796153],[85.       12.145573  9.064143],[89.        11.6882715  9.780079 ],[64.        9.944971  8.183198],[85.       11.020477  9.927663],[106.        12.089017  11.215494],[116.        14.080768  10.555363],[108.        12.60571   10.916947],[85.        11.932911   9.1371765],,[80.       11.618832  8.946522],[83.       11.228867  9.552079],[67.       10.029321  8.560242],[93.       11.789481 10.095001],[108.        12.282541  11.161457],[116.        13.563387  10.868747],,,[137.        14.796249  11.950298],[78.       11.402614  8.721575],[109.        16.841091   8.781358],,,[267.        23.099833  15.180369],[226.        22.809864  13.295011],[71.        9.991101  9.024958],,,
15,,,,,,,,,,,,,,[35.         7.075877   6.2415757],[38.         7.0337534  6.880057 ],[60.        9.117504  8.374565],[97.       11.253661 10.999793],[99.        11.525056  11.0067625],[103.        12.412946  10.573276],[102.        12.168531  10.724284],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[74.       10.674146  8.820743],[80.       12.127003  8.49534 ],,,,,,,,,,,,,,,,,,,,,,,,[77.       11.761317  8.353889],[95.       13.414288  9.023191],[89.       12.178449  9.297072],[117.        14.443293  10.369982],[132.        14.774007  11.454568],[138.        14.194616  12.479934],,,,,
16,,,,,,,,,,,,,,,[138.         14.459624   12.1278515],[175.        15.905576  14.082975],[172.        16.106846  13.621775],,[182.        17.144112  13.582061],[184.        17.820467  13.164508],[174.        16.475843  13.43747 ],[168.        16.994501  12.81662 ],[185.        16.818325  14.053675],[174.        16.486233  13.529635],[163.        15.363545  13.576103],[157.        15.239277  13.232343],[174.        15.1208    14.696662],[170.         15.7248955  13.892027 ],[97.       11.953325 10.317396],[79.        11.4301815  8.947955 ],[176.        19.839153  11.628481],[82.       11.904207  8.907524],[85.       11.526213  9.471844],[71.       10.100842  9.057486],[119.        15.568017   9.789507],[128.        14.835382  11.001611],[120.        15.130457  10.144804],[144.        16.680645  11.030783],[77.        11.3241625  8.670548 ],,[129.        14.367447  11.432261],[123.        13.275569  11.842462],[138.        15.037539  11.67996 ],[102.        13.315824   9.852461],[122.        13.689904  11.476516],[126.        13.326441  12.145682],[122.        13.048456  12.08932 ],[109.        12.25103   11.341319],[107.        12.345506  11.059233],[105.         12.144388   11.0282135],[106.        12.297863  10.978571],[105.        12.377295  10.852892],[109.        12.430143  11.138434],[104.        12.109089  10.907634],[105.        12.248654  10.942706],[108.        13.122008  10.51947 ],[104.        11.90764   11.100448],[113.        12.975539  11.123525],[127.        13.596022  11.940865],[128.        13.830111  11.791007],[163.        15.425795  13.458297],[162.        15.387612  13.453366],[162.         14.9516115  13.931462 ],[163.        14.712038  14.134397],[175.        15.212072  14.682441],[175.        15.378566  14.48724 ],[101.        11.95893   10.791943],[117.        14.219351  10.507239],[102.        11.722157  11.214578],,[106.        13.606883   9.969433],[106.        12.470257  10.832029],[97.       12.033469 10.279377],[142.         15.091414   12.0112705],[204.        17.881708  14.554238],[221.        19.238544  14.652728],[228.        19.486944  14.982625],[224.        19.97819   14.324462],[230.        20.600183  14.215833],[239.        20.51567   14.851334],[234.         20.489508   14.5322895],[237.        20.316643  14.900126],[231.         18.690231   15.7281885],[228.        18.14269   16.028427],[230.        17.27197   16.977657],[265.        20.27232   17.415089],[241.        18.130323  17.013096],[286.        20.850298  17.930635],[283.        20.577812  17.824015],[282.        23.238476  15.641681],[102.       12.98755  10.16966],[104.        13.408722  10.045633]
17,,,,,,,,,,,,,,,[54.        9.64568   7.071112],[155.        17.484276  11.500082],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,[86.       11.707051  9.354194],[120.         13.2534485  11.521453 ],[125.        14.031356  11.397455],[95.       13.251697  9.138532],,,,,,,,,,,,,,,,[114.        14.552345  10.927231],,,,,[136.        16.1459    11.919867],[193.        23.095072  11.506653],,[160.        17.454197  11.840808],[172.        17.880638  12.293484],[162.        16.292038  12.752975],[160.        15.622165  13.175729],[170.         16.396692   13.4638605],[176.        16.620275  13.635357],[218.        19.328897  14.759606],[219.        19.042315  16.040842],[249.        21.106525  15.590129],[108.        13.689691  10.423662],[121.        14.410937  10.853971],[266.        34.778244  12.042828],[111.        15.807453   9.602383],[97.       11.768316 10.561959],,[80.       11.188799  9.180865],[128.        13.925629  11.747745],[124.        13.047674  12.196477],[118.         13.1011305  11.603506 ],[128.        14.153683  11.534443],[137.        14.230235  12.339189],[129.        13.305254  12.404494],[126.        14.248521  11.272169],[128.        14.234867  11.48706 ],[124.        13.653203  11.655077],[137.        14.360735  12.150423],[146.        14.647536  12.728713],[146.        14.226657  13.122018],[97.        13.423193   9.2609825],,,[144.        16.588043  11.655965],,[196.        18.28478   13.724865],[137.        15.269967  11.574011],[133.        14.355563  12.025685],[240.        22.813353  13.830396],[117.        13.432625  11.155583],[115.        12.951932  11.335505],[96.        11.5848465 10.634621 ],[130.        13.835291  11.98384 ],[132.         14.7542925  11.411999 ],[121.        14.361469  10.767055],[126.        13.432198  11.956221],[126.        13.534661  11.891237],[154.        14.98727   13.120138],[135.        14.244853  12.241025],[147.        15.245433  12.331062],[139.        13.947759  12.797211],[154.        15.27783   12.839104],[163.        15.629033  13.289016]
19,,,,,,,,,,,,,,,,[158.        15.553249  12.933289],[173.        15.139638  14.637444],[226.        17.059074  16.867683],,,,,,,,,,,,[175.        16.253809  13.71693 ],[171.        15.918076  13.75667 ],[163.        16.127436  12.899839],[177.        15.843403  14.242777],[85.       13.587789  8.106818],,,,,[164.        18.73251   11.799044],,,,[177.        15.659181  14.507798],[183.        16.106619  14.531016],,,[178.        15.749882  14.476003],[180.        15.818786  14.559647],[186.        15.661872  15.186185],[196.        16.215752  15.423044],[175.         15.7618475  14.205127 ],[173.        15.364605  14.334371],[165.         15.890881   13.3200445],[169.        15.553284  13.864877],[175.        15.264667  14.725114],[184.        15.4862    15.160637],[184.        16.331955  14.372435],[201.        16.781649  15.255292],[395.        30.859142  18.686327],[207.        17.351711  15.226023],[224.        19.257824  15.105687],[281.       27.15688  14.33822],[354.        28.174414  18.427902],[187.        16.733631  14.278919],[180.        16.216074  14.3084  ],[275.        26.246067  13.707875],[378.        28.118807  21.294952],[341.        27.251795  18.524239],[389.        32.948566  18.11633 ],[193.        19.18173   13.088564],,,[139.        14.739493  12.068429],,,,,[142.        15.788803  11.514855],[152.        15.047906  12.879835],[150.        15.297703  12.53327 ],,[153.        17.550455  11.152639],,,,,,,,,,
20,,,,,,,,,,,,,,,,,[81.       11.24668   9.248697],[115.        15.219543   9.81385 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,[92.       13.205845  9.042265],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,[57.       17.747713  4.276161],,,,,,,,,,,,,[20.         8.0681095  3.1473188],,[12.         7.9162283  1.8856181],[13.         8.062587   1.9309107],,,,,[50.        13.818199   4.7289495],,,,[123.        14.356233  11.304181],[221.        23.372393  12.281827],[126.         13.185779   12.2150755],[130.        15.174336  11.063768],[152.        18.640734  11.028364],[160.        18.316977  11.201714],[241.        26.010149  12.806738],[159.        17.788464  11.833255],[112.        13.989132  10.531687],[153.        16.97734   11.563695],[166.        21.065659  12.253597],[166.        18.014744  11.9456  ],[180.        26.257774  10.331296],[102.        13.889401  10.12993 ],[204.        22.813795  13.10852 ],[156.        15.232948  13.125551],[196.        19.856655  12.92951 ],[100.        12.767313  10.621738],[26.         9.364417   3.8430758],[86.       13.657886  8.490874],[263.        25.322294  13.955862],[119.        14.165217  11.13063 ],[120.        14.450116  10.725294],[125.         14.9892235  10.836575 ],[108.        14.142225  10.246962],[126.        15.299719  10.698636],[198.        19.967636  12.871928],[82.       11.148343  9.394519],[127.        17.822533   9.615038],[97.        12.49511   10.1286545],[119.        12.708624  12.252105],[192.       24.46167  10.56139],[6.        6.8313007 0.       ],,,,,,,,,,,,,,,,,
